Competência,Subclasse,Admitidos,Desligados,Saldo
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,1,0
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
08/2021,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
08/2021,Com. Var. de Art. Médicos e Ortopédicos,1,0,1
08/2021,Com. Var. de Art. de óptica,1,0,1
08/2021,Com. Var. de Mat. de Const. em Geral,1,1,0
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,1,-1
08/2021,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),2,0,2
08/2021,Peixaria,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,4,1,3
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,1,0,1
08/2021,Com. Var. de Art. de óptica,1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",5,8,-3
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Com. Var. de Art. de Joalheria,1,2,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,2,-1
08/2021,Com. Var. de Móveis,1,1,0
08/2021,Com. Var. de Tintas e Mat. para Pintura,0,1,-1
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,1,0
08/2021,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",4,1,3
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. Var. de Hortifrutigranjeiros,0,2,-2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,"Com. Var. de Suvenires, Bijuterias e Artesanatos",0,1,-1
08/2021,Com. Atac. de Produtos Alim. em Geral,2,9,-7
08/2021,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,1,-1
08/2021,Com. Atac. Especial. em Outros Produtos Alim. não Especif. Ant.,6,6,0
08/2021,Com. Var. de Art. de Papelaria,1,0,1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,4,0,4
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
08/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",10,2,8
08/2021,Com. Var. de Hortifrutigranjeiros,1,1,0
08/2021,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",0,1,-1
08/2021,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),1,0,1
08/2021,Com. Var. de Plantas e Flores Naturais,3,1,2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,2,-2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,1,0
08/2021,Com. Var. de Material Elétrico,0,1,-1
08/2021,Com. Var. de Calçados,1,0,1
08/2021,"Com. Var. Especial. de Peças e Acessórios para Aparelhos Eletroeletrônicos para Uso Doméstico, Exceto Informática e Comunicação",1,1,0
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. Var. Especial. de Equip. de Telefonia e Comunicação,1,0,1
08/2021,"Com. Var. de Suvenires, Bijuterias e Artesanatos",1,0,1
08/2021,Com. Var. Especial. de Equip. de Telefonia e Comunicação,1,0,1
08/2021,Serv. de Borracharia para Veíc. Autom.,1,1,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,3,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,1,-1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,1,2,-1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,7,28,-21
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,3,-3
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,3,5,-2
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,2,1,1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,3,1,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",4,2,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",5,3,2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,13,7,6
08/2021,Com. Var. de Art. do Vestuário e Acessórios,5,7,-2
08/2021,Com. Var. de Móveis,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,2,0
08/2021,Com. Atac. de Outros Produtos Químicos e Petroquímicos não Especif. Ant.,1,2,-1
08/2021,Com. a Var. de Motocicletas e Motonetas Usadas,2,0,2
08/2021,Com. Var. Especial. de Equip. de Telefonia e Comunicação,2,1,1
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,0,1
08/2021,"Com. Var. de Art. de Tapeçaria, Cortinas e Persianas",2,0,2
08/2021,Com. Atac. Especial. em Outros Produtos Alim. não Especif. Ant.,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,0,2
08/2021,Com. Var. de Art. de óptica,0,1,-1
08/2021,Com. Var. de Hortifrutigranjeiros,1,2,-1
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,2,0,2
08/2021,Com. Var. de Produtos Saneantes Domissanitários,2,2,0
08/2021,Com. Var. Especial. de Equip. de Telefonia e Comunicação,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
08/2021,Com. Var. de Art. Esportivos,0,1,-1
08/2021,Com. Var. de Art. de Colchoaria,0,1,-1
08/2021,Com. Var. de Outros Art. Usados,3,1,2
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,3,-3
08/2021,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,1,1,0
08/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",7,10,-3
08/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",1,2,-1
08/2021,"Com. Var. Especial. de Peças e Acessórios para Aparelhos Eletroeletrônicos para Uso Doméstico, Exceto Informática e Comunicação",1,0,1
08/2021,Com. Var. de Calçados,1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,Serv. de Manutenção e Reparação Elétrica de Veíc. Autom.,1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,0,1,-1
08/2021,Com. Var. de Art. de óptica,0,1,-1
08/2021,Com. Var. de Art. de óptica,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
08/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
08/2021,Com. Var. de Art. Médicos e Ortopédicos,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,3,-3
08/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
08/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",2,0,2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",1,1,0
08/2021,Com. Var. de Art. de óptica,0,4,-4
08/2021,Com. Var. de Bebidas,2,1,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,0,2
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,1,1,0
08/2021,Com. Var. de Ferragens e Ferramentas,1,0,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,3,0,3
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,Com. Var. de Plantas e Flores Naturais,1,0,1
08/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",1,0,1
08/2021,Com. Var. de Móveis,0,1,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,2,0,2
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
08/2021,Com. Var. de Material Elétrico,2,0,2
08/2021,Com. Var. de Ferragens e Ferramentas,3,0,3
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,0,2
08/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
08/2021,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",2,0,2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Com. Var. de Art. Médicos e Ortopédicos,1,0,1
08/2021,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,2,0
08/2021,Com. Var. de Art. de Joalheria,2,0,2
08/2021,Com. Var. de Ferragens e Ferramentas,0,1,-1
08/2021,Com. Atac. de Embalagens,2,4,-2
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,2,1,1
08/2021,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",4,0,4
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,1,0
08/2021,Com. Var. de Bebidas,0,1,-1
08/2021,Com. Var. de Calçados,1,1,0
08/2021,Com. Var. de Livros,1,1,0
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",7,9,-2
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
08/2021,Com. Var. de Ferragens e Ferramentas,0,1,-1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,1,0,1
08/2021,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",1,1,0
08/2021,Com. Atac. de Bebidas não Especificadas Ant.,11,3,8
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
08/2021,Com. Var. de Móveis,0,1,-1
08/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,5,-5
08/2021,"Com. Var. de Suvenires, Bijuterias e Artesanatos",1,0,1
08/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",1,4,-3
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,2,1,1
08/2021,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,1,-1
08/2021,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",1,0,1
08/2021,Com. Var. de Art. de óptica,2,1,1
08/2021,Padaria e Confeitaria com Pred. de Revenda,3,0,3
08/2021,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",10,0,10
08/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",1,0,1
08/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",1,1,0
08/2021,Com. Atac. Especial. de Mat. de Const. não Especif. Ant.,1,0,1
08/2021,Com. Var. de Carnes - Açougues,8,2,6
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,1,0
08/2021,Padaria e Confeitaria com Pred. de Revenda,2,0,2
08/2021,Com. Var. de Art. de Joalheria,2,2,0
08/2021,Com. Var. de Art. de óptica,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,5,0,5
08/2021,Com. Var. de Art. de óptica,1,0,1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,1,0
08/2021,Com. Var. de Calçados,1,0,1
08/2021,Com. Var. de Carnes - Açougues,1,0,1
08/2021,Com. Var. de Art. de óptica,0,2,-2
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,4,-4
08/2021,Com. Atac. de Medicamentos e Drogas de Uso Humano,0,1,-1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,2,-2
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,1,0
08/2021,Com. Var. de Art. do Vestuário e Acessórios,5,12,-7
08/2021,Com. Var. de Art. do Vestuário e Acessórios,7,4,3
08/2021,Com. Var. de Calçados,2,0,2
08/2021,Com. Var. de Calçados,4,2,2
08/2021,Com. Var. de Calçados,1,0,1
08/2021,Com. Var. de Calçados,1,5,-4
08/2021,Com. Var. de Calçados,0,1,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",4,15,-11
08/2021,Com. Var. de Comb. para Veíc. Autom.,3,1,2
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,Com. Atac. de Ferragens e Ferramentas,0,1,-1
08/2021,Com. Var. de Calçados,0,3,-3
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,4,-3
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,4,-4
08/2021,Com. Var. de Madeira e Artefatos,1,3,-2
08/2021,Com. Atac. de Produtos Alim. em Geral,3,6,-3
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,0,2,-2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,3,2,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,1,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,2,-2
08/2021,Com. Var. de Plantas e Flores Naturais,1,2,-1
08/2021,"Com. Atac. de Chocolates, Confeitos, Balas, Bombons e Semelhantes",1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
08/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",0,2,-2
08/2021,Com. Var. de Art. de óptica,1,0,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
08/2021,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",2,2,0
08/2021,"Comercio Var. de Art. de Cama, Mesa e Banho",0,1,-1
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
08/2021,Com. Var. de Mat. de Const. em Geral,2,1,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,2,1,1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,1,-1
08/2021,Padaria e Confeitaria com Pred. de Revenda,1,1,0
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,2,1,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,2,-2
08/2021,Com. a Var. de Motocicletas e Motonetas Novas,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,6,-4
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,5,-3
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",8,7,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,4,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",14,12,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,1,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,3,-2
08/2021,Com. Atac. de Produtos Alim. em Geral,4,0,4
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,1,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,2,-2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",5,3,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,3,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,4,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",78,2,76
08/2021,Padaria e Confeitaria com Pred. de Revenda,1,1,0
08/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,2,-1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
08/2021,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
08/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,10,-4
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,6,-3
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,1,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,0,2
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,2,2
08/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,2,-2
08/2021,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,1,0,1
08/2021,Com. Atac. de Resíduos e Sucatas Metálicos,2,0,2
08/2021,Com. a Var. de Motocicletas e Motonetas Novas,2,2,0
08/2021,Com. Atac. de Art. de Escritório e de Papelaria,1,0,1
08/2021,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",7,8,-1
08/2021,Com. Atac. de Produtos Alim. em Geral,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",1,1,0
08/2021,Com. Var. de Calçados,1,0,1
08/2021,Com. Var. de Calçados,1,5,-4
08/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",8,8,0
08/2021,Comercio Var. de Art. de Armarinho,1,0,1
08/2021,Padaria e Confeitaria com Pred. de Revenda,2,3,-1
08/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",5,2,3
08/2021,"Com. Atac. de Máquinas e Equip. para Uso Industrial, Partes e Peças",1,0,1
08/2021,Serv. de Borracharia para Veíc. Autom.,0,1,-1
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,1,0,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",3,0,3
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,2,2,0
08/2021,Com. Var. de Madeira e Artefatos,2,1,1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",2,1,1
08/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",5,6,-1
08/2021,"Com. Atac. de Resíduos e Sucatas Não-Metálicos, Exceto de Papel e Papelão",2,1,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,2,-1
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",3,0,3
08/2021,Com. Atac. de Outros Equip. e Art. de Uso Pessoal e Doméstico não Especif. Ant.,3,2,1
08/2021,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",1,2,-1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
08/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,2,-2
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,2,-2
08/2021,Com. Atac. de Material Elétrico,0,1,-1
08/2021,"Com. Var. de Art. de Caça, Pesca e Camping",1,0,1
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,4,1,3
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
08/2021,"Com. Var. de Suvenires, Bijuterias e Artesanatos",1,0,1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
08/2021,Com. Var. de Brinquedos e Art. Recreativos,1,0,1
08/2021,Com. Var. de Brinquedos e Art. Recreativos,0,1,-1
08/2021,Com. Var. de Brinquedos e Art. Recreativos,0,2,-2
08/2021,"Com. Atac. de Cerveja, Chope e Refrigerante",23,15,8
08/2021,Com. Var. de Comb. para Veíc. Autom.,1,0,1
08/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
08/2021,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
08/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
08/2021,Com. Var. de Tintas e Mat. para Pintura,0,1,-1
08/2021,Com. Var. de Comb. para Veíc. Autom.,2,0,2
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
08/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
08/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,1,-1
08/2021,Com. Var. de Madeira e Artefatos,0,1,-1
08/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,1,0
08/2021,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,0,2,-2
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,2,-1
08/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,1,0
08/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
08/2021,Com. Atac. de Aves Vivas e Ovos,1,0,1
08/2021,Com. Atac. de Aves Vivas e Ovos,0,2,-2
08/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",3,0,3
08/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",5,3,2
08/2021,Com. Atac. de Cosméticos e Produtos de Perfumaria,1,0,1
08/2021,"Com. Atac. de Cerveja, Chope e Refrigerante",6,4,2
08/2021,Com. Var. de Art. do Vestuário e Acessórios,2,1,1
08/2021,Com. Var. de Art. do Vestuário e Acessórios,1,2,-1
08/2021,Com. Atac. de Art. de Escritório e de Papelaria,2,2,0
08/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",10,5,5
08/2021,Com. a Var. de Pneumáticos e Câmaras-De-Ar,1,0,1
08/2021,Com. Var. de Livros,0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",4,1,3
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,2,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
08/2021,"Com. Atac. de Instrumentos e Mat. para Uso Médico, Cirúrgico, Hospitalar e de Laboratórios",1,2,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
08/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
08/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,2,-2
